pl_hostname,pl_letter,pl_discmethod,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbpern,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbsmaxn,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbeccenn,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_orbincln,pl_massj,pl_massjerr1,pl_massjerr2,pl_masslim,pl_massn,pl_msinij,pl_msinijerr1,pl_msinijerr2,pl_msinilim,pl_msinin,pl_radj,pl_radjerr1,pl_radjerr2,pl_radlim,pl_radn,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_densn,pl_ttvflag,pl_kepflag,ra_str,dec_str,ra,st_raerr,dec,st_decerr,st_posn,st_dist,st_disterr1,st_disterr2,st_distlim,st_distn,st_vj,st_vjerr,st_vjlim,st_vjblend,st_teff,st_tefferr,st_tefflim,st_teffblend,st_teffn,st_mass,st_masserr,st_masslim,st_massblend,st_massn,st_rad,st_raderr,st_radlim,st_radblend,st_radn,hd_name,hip_name
WASP-31,b,Transit,1,3.40590960,0.00000500,-0.00000500,0,1,0.046590,0.000350,-0.000350,0,1,0.000000,,,0,1,84.410,0.220,-0.220,0,1,0.47800,0.02900,-0.02900,0,1,,,,,0,1.549,0.050,-0.050,0,1,0.17200,0.01900,-0.01900,0,1,0,0,11h17m45.37s,-19d03m17.2s,169.439026,0.000019,-19.054773,0.000017,1,360.00,30.00,-30.00,0,1,,,,,6302.00,102.00,0,,1,1.16,0.03,0,,1,1.25,0.03,0,,1,,
WASP-32,b,Transit,1,2.71865900,0.00000800,-0.00000800,0,1,0.039400,0.000300,-0.000300,0,1,0.018000,0.006500,-0.006500,0,1,85.300,0.500,-0.500,0,1,3.60000,0.07000,-0.07000,0,1,,,,,0,1.180,0.070,-0.070,0,1,2.92600,0.53200,-0.53200,0,1,0,0,00h15m50.80s,+01d12m01.6s,3.961682,0.000019,1.200451,0.000019,1,,,,,0,,,,,6100.00,100.00,0,,1,1.10,0.03,0,,1,1.11,0.05,0,,1,,
WASP-33,b,Transit,1,1.21986690,0.00000120,-0.00000120,0,1,0.025550,0.000170,-0.000170,0,1,,,,,0,87.670,1.810,-1.810,0,1,4.10000,,,0,1,,,,,0,1.497,0.045,-0.045,0,1,,,,,0,0,0,02h26m51.06s,+37d33m01.7s,36.712746,0.000003,37.550484,0.000002,2,116.00,16.00,-16.00,0,2,8.142,0.012,0,0,7430.00,100.00,0,,1,1.50,0.03,0,,1,1.44,0.03,0,,1,HD 15082,HIP 11397
WASP-34,b,Transit,1,4.31767820,0.00000450,-0.00000450,0,1,0.052400,0.000400,-0.000400,0,1,0.038000,0.012000,-0.012000,0,1,85.200,0.200,-0.200,0,1,0.59000,0.01000,-0.01000,0,1,,,,,0,1.220,0.110,-0.080,0,1,0.45200,0.10600,-0.10600,0,1,0,0,11h01m35.90s,-23d51m38.3s,165.399567,0.000017,-23.860636,0.000017,1,120.00,15.00,-15.00,0,1,,,,,5700.00,100.00,0,,1,1.01,0.07,0,,1,0.93,0.12,0,,1,,
WASP-35,b,Transit,1,3.16157500,0.00000200,-0.00000200,0,1,0.043170,0.000330,-0.000330,0,1,0.000000,,,0,1,87.960,0.620,-0.490,0,1,0.72000,0.06000,-0.06000,0,1,,,,,0,1.320,0.050,-0.050,0,1,0.42600,0.05300,-0.05300,0,1,0,0,05h04m19.63s,-06d13m47.4s,76.081779,0.000019,-6.229821,0.000017,1,,,,,0,,,,,5990.00,90.00,0,,1,1.07,0.03,0,,1,1.09,0.03,0,,1,,
GJ 433,b,Radial Velocity,1,7.37090000,0.00080000,-0.00080000,0,1,0.058000,,,0,1,0.080000,0.080000,-0.080000,0,1,,,,,0,,,,,0,0.01800,,,0,1,,,,,0,,,,,0,0,0,11h35m26.95s,-32d32m23.9s,173.862289,0.000004,-32.539970,0.000003,3,9.00,0.10,-0.10,0,3,9.806,0.015,0,0,3600.00,,0,,1,0.48,,0,,1,,,,,0,,HIP 56528
GJ 436,b,Radial Velocity,1,2.64385000,,,0,1,0.028720,0.000290,-0.000260,0,1,,,,,0,86.360,0.160,-0.170,0,1,0.07290,0.00250,-0.00250,0,1,,,,,0,0.377,0.008,-0.009,0,1,1.69000,0.14000,-0.12000,0,1,0,0,11h42m11.09s,+26d42m23.7s,175.546219,0.000007,26.706570,0.000004,3,10.20,0.20,-0.20,0,2,10.650,0.020,0,0,3350.00,300.00,0,,1,0.46,0.05,0,,1,0.45,0.03,0,,1,,HIP 57087
GJ 504,b,Imaging,1,,,,,0,43.500000,,,0,1,,,,,0,,,,,0,4.00000,4.50000,-1.00000,0,1,,,,,0,,,,,0,,,,,0,0,0,13h16m46.52s,+09d25m27.0s,199.193817,0.000002,9.424156,0.000001,2,17.95,0.27,-0.28,0,3,5.220,,0,0,6234.00,25.00,0,0,1,1.22,0.08,0,0,1,,,,,0,HD 115383,HIP 64792
GJ 581,b,Radial Velocity,4,5.36865000,0.00009000,-0.00009000,0,1,0.041000,,,0,1,0.031000,0.014000,-0.014000,0,1,,,,,0,,,,,0,0.05000,,,0,1,,,,,0,,,,,0,0,0,15h19m26.82s,-07d43m20.2s,229.861771,0.000007,-7.722280,0.000004,3,6.21,0.10,-0.10,0,2,10.560,0.011,0,0,,,,,0,0.31,0.02,0,,1,0.29,,0,,1,,HIP 74995
GJ 581,c,Radial Velocity,4,12.91820000,0.00220000,-0.00220000,0,1,0.073000,,,0,1,0.070000,0.060000,-0.060000,0,1,,,,,0,,,,,0,0.01700,,,0,1,,,,,0,,,,,0,0,0,15h19m26.82s,-07d43m20.2s,229.861771,0.000007,-7.722280,0.000004,3,6.21,0.10,-0.10,0,2,10.560,0.011,0,0,,,,,0,0.31,0.02,0,,1,0.29,,0,,1,,HIP 74995
GJ 581,d,Radial Velocity,4,66.64000000,0.08000000,-0.08000000,0,1,0.220000,,,0,1,0.250000,0.090000,-0.090000,0,1,,,,,0,,,,,0,0.01900,,,0,1,,,,,0,,,,,0,0,0,15h19m26.82s,-07d43m20.2s,229.861771,0.000007,-7.722280,0.000004,3,6.21,0.10,-0.10,0,2,10.560,0.011,0,0,,,,,0,0.31,0.02,0,,1,0.29,,0,,1,,HIP 74995
GJ 581,e,Radial Velocity,4,3.14945000,0.00017000,-0.00017000,0,1,0.028000,,,0,1,0.320000,0.090000,-0.090000,0,1,,,,,0,,,,,0,0.00600,,,0,1,,,,,0,,,,,0,0,0,15h19m26.82s,-07d43m20.2s,229.861771,0.000007,-7.722280,0.000004,3,6.21,0.10,-0.10,0,2,10.560,0.011,0,0,,,,,0,0.31,0.02,0,,1,0.29,,0,,1,,HIP 74995
GJ 649,b,Radial Velocity,1,598.30000000,4.20000000,-4.20000000,0,1,1.135000,0.035000,-0.035000,0,1,0.300000,0.080000,-0.080000,0,1,,,,,0,,,,,0,0.32800,0.03200,-0.03200,0,1,,,,,0,,,,,0,0,0,16h58m08.85s,+25d44m39.0s,254.536880,0.000002,25.744160,0.000003,3,10.34,0.15,-0.15,0,2,9.690,0.020,0,0,3700.00,60.00,0,,1,0.54,0.05,0,,1,,,,,0,,HIP 83043
GJ 667C,b,Radial Velocity,6,7.20040000,0.00170000,-0.00170000,0,1,0.050500,0.004400,-0.005300,0,1,0.130000,0.100000,-0.110000,0,1,,,,,0,,,,,0,0.01800,0.00400,-0.00400,0,1,,,,,0,,,,,0,0,0,17h18m58.82s,-34d59m48.6s,259.745087,0.000017,-34.996826,0.000017,2,6.80,,,0,2,,,,,3350.00,50.00,0,0,2,0.33,0.02,0,0,2,,,,,0,,
GJ 667C,c,Radial Velocity,6,28.14000000,0.05300000,-0.06500000,0,1,0.125000,0.012000,-0.013000,0,1,0.020000,0.150000,-0.020000,0,1,,,,,0,,,,,0,0.01200,0.00500,-0.00400,0,1,,,,,0,,,,,0,0,0,17h18m58.82s,-34d59m48.6s,259.745087,0.000017,-34.996826,0.000017,2,6.80,,,0,2,,,,,3350.00,50.00,0,0,2,0.33,0.02,0,0,2,,,,,0,,
GJ 667C,d,Radial Velocity,6,91.61000000,0.81000000,-0.89000000,0,1,0.276000,0.024000,-0.030000,0,1,0.030000,0.200000,-0.030000,0,1,,,,,0,,,,,0,0.01600,0.00600,-0.00500,0,1,,,,,0,,,,,0,0,0,17h18m58.82s,-34d59m48.6s,259.745087,0.000017,-34.996826,0.000017,2,6.80,,,0,2,,,,,3350.00,50.00,0,0,2,0.33,0.02,0,0,2,,,,,0,,
GJ 667C,e,Radial Velocity,6,62.24000000,0.55000000,-0.55000000,0,1,0.213000,0.019000,-0.022000,0,1,0.020000,0.220000,-0.020000,0,1,,,,,0,,,,,0,0.00800,0.00500,-0.00400,0,1,,,,,0,,,,,0,0,0,17h18m58.82s,-34d59m48.6s,259.745087,0.000017,-34.996826,0.000017,2,6.80,,,0,2,,,,,3350.00,50.00,0,0,2,0.33,0.02,0,0,2,,,,,0,,
GJ 667C,f,Radial Velocity,6,39.02600000,0.19400000,-0.21100000,0,1,0.156000,0.014000,-0.017000,0,1,0.030000,0.160000,-0.030000,0,1,,,,,0,,,,,0,0.00800,0.00400,-0.00400,0,1,,,,,0,,,,,0,0,0,17h18m58.82s,-34d59m48.6s,259.745087,0.000017,-34.996826,0.000017,2,6.80,,,0,2,,,,,3350.00,50.00,0,0,2,0.33,0.02,0,0,2,,,,,0,,
GJ 667C,g,Radial Velocity,6,256.20000000,13.80000000,-7.90000000,0,1,0.549000,0.052000,-0.058000,0,1,0.080000,0.410000,-0.080000,0,1,,,,,0,,,,,0,0.01400,0.00800,-0.00700,0,1,,,,,0,,,,,0,0,0,17h18m58.82s,-34d59m48.6s,259.745087,0.000017,-34.996826,0.000017,2,6.80,,,0,2,,,,,3350.00,50.00,0,0,2,0.33,0.02,0,0,2,,,,,0,,
GJ 674,b,Radial Velocity,1,4.69380000,0.00700000,-0.00700000,0,1,0.039000,,,0,1,0.200000,0.020000,-0.020000,0,1,,,,,0,,,,,0,0.03500,,,0,1,,,,,0,,,,,0,0,0,17h28m39.95s,-46d53m42.7s,262.166443,0.000005,-46.895191,0.000002,3,4.54,0.03,-0.03,0,3,9.370,,0,0,3600.00,100.00,0,,1,0.35,,0,,1,,,,,0,,HIP 85523
GJ 676A,b,Radial Velocity,3,1050.30000000,1.20000000,-1.20000000,0,1,1.800000,0.070000,-0.070000,0,1,0.328000,0.004000,-0.004000,0,1,,,,,0,,,,,0,4.95000,0.31000,-0.31000,0,1,,,,,0,,,,,0,0,0,17h30m11.21s,-51d38m13.1s,262.546692,0.000004,-51.636978,0.000002,2,16.40,,,0,4,9.580,0.009,0,0,,,,,0,0.71,0.04,0,0,2,,,,,0,,HIP 85647
GJ 676A,d,Radial Velocity,3,3.60000000,0.00080000,-0.00080000,0,1,0.041300,0.001400,-0.001400,0,1,0.150000,0.090000,-0.090000,0,1,,,,,0,,,,,0,0.01400,0.00200,-0.00200,0,1,,,,,0,,,,,0,0,0,17h30m11.21s,-51d38m13.1s,262.546692,0.000004,-51.636978,0.000002,2,16.40,,,0,4,9.580,0.009,0,0,,,,,0,0.71,0.04,0,0,2,,,,,0,,HIP 85647
GJ 676A,e,Radial Velocity,3,35.37000000,0.07000000,-0.07000000,0,1,0.187000,0.007000,-0.007000,0,1,0.240000,0.120000,-0.120000,0,1,,,,,0,,,,,0,0.03600,0.00500,-0.00500,0,1,,,,,0,,,,,0,0,0,17h30m11.21s,-51d38m13.1s,262.546692,0.000004,-51.636978,0.000002,2,16.40,,,0,4,9.580,0.009,0,0,,,,,0,0.71,0.04,0,0,2,,,,,0,,HIP 85647
GJ 832,b,Radial Velocity,1,3416.00000000,131.00000000,-131.00000000,0,1,3.400000,0.400000,-0.400000,0,1,0.120000,0.110000,-0.110000,0,1,,,,,0,,,,,0,0.64000,0.06000,-0.06000,0,1,,,,,0,,,,,0,0,0,21h33m33.98s,-49d00m32.4s,323.391571,0.000003,-49.009006,0.000002,3,4.93,,,0,3,8.660,,0,0,3657.00,,0,,1,0.45,0.05,0,,1,0.48,,0,,1,HD 204961,HIP 106440
GJ 849,b,Radial Velocity,1,1845.00000000,15.00000000,-15.00000000,0,1,2.320000,,,0,1,0.050000,0.030000,-0.030000,0,1,,,,,0,,,,,0,0.91000,,,0,1,,,,,0,,,,,0,0,0,22h09m40.35s,-04d38m26.6s,332.418121,0.000007,-4.640729,0.000003,3,9.10,0.20,-0.20,0,3,10.370,0.011,0,0,,,,,0,0.49,0.05,0,,1,,,,,0,,HIP 109388
GJ 876,b,Radial Velocity,4,61.11660000,0.00860000,-0.00860000,0,1,0.208317,0.000020,-0.000020,0,1,0.032400,0.001300,-0.001300,0,1,59.000,,,0,1,,,,,0,2.27560,0.00450,-0.00450,0,1,,,,,0,,,,,0,0,0,22h53m16.74s,-14d15m49.3s,343.319733,0.000009,-14.263700,0.000004,3,4.70,,,0,2,10.191,0.015,0,0,,,,,0,0.33,,0,,1,,,,,0,,HIP 113020
GJ 876,c,Radial Velocity,4,30.08810000,0.00820000,-0.00820000,0,1,0.129590,0.000024,-0.000024,0,1,0.255910,0.000930,-0.000930,0,1,59.000,,,0,1,,,,,0,0.71420,0.00390,-0.00390,0,1,,,,,0,,,,,0,0,0,22h53m16.74s,-14d15m49.3s,343.319733,0.000009,-14.263700,0.000004,3,4.70,,,0,2,10.191,0.015,0,0,,,,,0,0.33,,0,,1,,,,,0,,HIP 113020
GJ 876,d,Radial Velocity,4,1.93778000,0.00002000,-0.00002000,0,1,0.020807,0.000000,-0.000000,0,1,0.207000,0.055000,-0.055000,0,1,59.000,,,0,1,,,,,0,0.02100,0.00100,-0.00100,0,1,,,,,0,,,,,0,0,0,22h53m16.74s,-14d15m49.3s,343.319733,0.000009,-14.263700,0.000004,3,4.70,,,0,2,10.191,0.015,0,0,,,,,0,0.33,,0,,1,,,,,0,,HIP 113020
HD 156279,b,Radial Velocity,1,131.05000000,0.54000000,-0.54000000,0,1,0.495000,0.017000,-0.017000,0,1,0.708000,0.018000,-0.018000,0,1,,,,,0,,,,,0,9.71000,0.66000,-0.66000,0,1,,,,,0,,,,,0,0,0,17h12m23.20s,+63d21m07.5s,258.096680,0.000001,63.352093,0.000002,2,35.37,0.76,-0.79,0,1,8.077,0.013,0,0,,,,,0,,,,,0,,,,,0,HD 156279,HIP 84171
HD 156668,b,Radial Velocity,1,4.64550000,0.00110000,-0.00110000,0,1,0.050000,0.000700,-0.000700,0,1,0.000000,,,,1,,,,,0,,,,,0,0.01300,0.00200,-0.00200,0,1,,,,,0,,,,,0,0,0,17h17m40.49s,+29d13m38.0s,259.418701,0.000002,29.227226,0.000003,2,24.05,0.59,-0.62,0,1,8.424,0.012,0,0,,,,,0,,,,,0,,,,,0,HD 156668,HIP 84607
HD 156411,b,Radial Velocity,1,842.00000000,,,0,1,,,,,0,,,,,0,,,,,0,,,,,0,0.75000,,,0,1,,,,,0,,,,,0,0,0,17h19m51.40s,-48d32m57.6s,259.964172,0.000002,-48.549320,0.000001,2,55.10,2.41,-2.64,0,2,6.673,0.010,0,0,,,,,0,,,,,0,,,,,0,HD 156411,HIP 84787
HD 156846,b,Radial Velocity,1,359.55460000,0.00710000,-0.00710000,0,1,1.096000,0.021000,-0.021000,0,1,0.847850,0.000500,-0.000500,0,1,,,,,0,,,,,0,10.57000,0.29000,-0.29000,0,1,,,,,0,,,,,0,0,0,17h20m34.31s,-19d20m01.5s,260.142944,0.000002,-19.333746,0.000001,2,49.00,2.13,-2.34,0,1,6.520,,0,0,,,,,0,,,,,0,,,,,0,HD 156846,HIP 84856
HD 157172,b,Radial Velocity,1,104.84000000,,,,1,0.416000,,,,1,0.460000,,,,1,,,,,0,,,,,0,0.12000,,,0,1,,,,,0,,,,,0,0,0,17h22m34.56s,-19d36m58.2s,260.644012,0.000003,-19.616180,0.000002,2,33.48,1.29,-1.40,0,1,7.859,0.012,0,0,,,,,0,,,,,0,,,,,0,HD 157172,HIP 85017
HD 158038,b,Radial Velocity,1,521.00000000,,,,1,1.520000,,,,1,0.291000,,,,1,,,,,0,,,,,0,1.80000,,,0,1,,,,,0,,,,,0,0,0,17h25m45.43s,+27d18m12.0s,261.439301,0.000001,27.303341,0.000002,2,114.15,10.20,-12.43,0,1,7.464,0.010,0,0,,,,,0,,,,,0,,,,,0,HD 158038,HIP 85294
HD 159868,b,Radial Velocity,2,1178.40000000,8.80000000,-8.80000000,0,1,2.250000,0.030000,-0.030000,0,1,0.010000,0.030000,-0.030000,0,1,,,,,0,,,,,0,2.10000,0.11000,-0.11000,0,1,,,,,0,,,,,0,0,0,17h38m59.52s,-43d08m43.9s,264.748016,0.000004,-43.145515,0.000003,2,52.72,2.82,-3.15,0,2,7.242,,0,0,,,,,0,,,,,0,,,,,0,HD 159868,HIP 86375
HD 159868,c,Radial Velocity,2,352.30000000,1.30000000,-1.30000000,0,1,1.000000,0.010000,-0.010000,0,1,0.150000,0.050000,-0.050000,0,1,,,,,0,,,,,0,0.73000,0.05000,-0.05000,0,1,,,,,0,,,,,0,0,0,17h38m59.52s,-43d08m43.9s,264.748016,0.000004,-43.145515,0.000003,2,52.72,2.82,-3.15,0,2,7.242,,0,0,,,,,0,,,,,0,,,,,0,HD 159868,HIP 86375
HD 160691,b,Radial Velocity,4,643.25000000,0.90000000,-0.90000000,0,1,1.497000,,,0,1,0.128000,0.017000,-0.017000,0,1,,,,,0,1.67600,,,0,1,,,,,0,,,,,0,,,,,0,0,0,17h44m08.70s,-51d50m02.6s,266.036255,0.000002,-51.834053,0.000001,2,15.28,0.18,-0.19,0,2,5.150,,0,0,,,,,0,,,,,0,,,,,0,HD 160691,HIP 86796
HD 160691,c,Radial Velocity,4,4205.80000000,758.90000000,-758.90000000,0,1,5.235000,,,0,1,0.098500,0.062700,-0.062700,0,1,,,,,0,,,,,0,1.81400,,,0,1,,,,,0,,,,,0,0,0,17h44m08.70s,-51d50m02.6s,266.036255,0.000002,-51.834053,0.000001,2,15.28,0.18,-0.19,0,2,5.150,,0,0,,,,,0,,,,,0,,,,,0,HD 160691,HIP 86796
HD 160691,d,Radial Velocity,4,9.63860000,0.00150000,-0.00150000,0,1,0.090940,,,0,1,0.172000,0.040000,-0.040000,0,1,,,,,0,0.03321,,,0,1,,,,,0,,,,,0,,,,,0,0,0,17h44m08.70s,-51d50m02.6s,266.036255,0.000002,-51.834053,0.000001,2,15.28,0.18,-0.19,0,2,5.150,,0,0,,,,,0,,,,,0,,,,,0,HD 160691,HIP 86796
HD 160691,e,Radial Velocity,4,310.55000000,0.83000000,-0.83000000,0,1,0.921000,,,0,1,0.066600,0.012200,-0.012200,0,1,,,,,0,0.52190,,,0,1,,,,,0,,,,,0,,,,,0,0,0,17h44m08.70s,-51d50m02.6s,266.036255,0.000002,-51.834053,0.000001,2,15.28,0.18,-0.19,0,2,5.150,,0,0,,,,,0,,,,,0,,,,,0,HD 160691,HIP 86796
HD 162020,b,Radial Velocity,1,8.42819800,0.00005600,-0.00005600,0,1,0.074000,,,0,1,0.277000,0.002000,-0.002000,0,1,,,,,0,,,,,0,14.40000,,,0,1,,,,,0,,,,,0,0,0,17h50m38.36s,-40d19m06.1s,267.659821,0.000006,-40.318348,0.000003,2,31.26,1.38,-1.52,0,1,9.118,0.023,0,0,,,,,0,,,,,0,,,,,0,HD 162020,HIP 87330
HD 163607,b,Radial Velocity,2,75.29000000,0.02000000,-0.02000000,0,1,0.360000,0.010000,-0.010000,0,1,0.730000,0.020000,-0.020000,0,1,,,,,0,,,,,0,0.77000,0.04000,-0.04000,0,1,,,,,0,,,,,0,0,0,17h53m40.50s,+56d23m31.0s,268.418732,0.000002,56.391956,0.000002,2,69.44,2.95,-3.23,0,1,7.979,0.012,0,0,,,,,0,,,,,0,,,,,0,HD 163607,HIP 87601
HD 163607,c,Radial Velocity,2,1314.00000000,,,,1,2.420000,,,,1,0.120000,,,,1,,,,,0,,,,,0,2.29000,,,0,1,,,,,0,,,,,0,0,0,17h53m40.50s,+56d23m31.0s,268.418732,0.000002,56.391956,0.000002,2,69.44,2.95,-3.23,0,1,7.979,0.012,0,0,,,,,0,,,,,0,,,,,0,HD 163607,HIP 87601
HD 164509,b,Radial Velocity,1,282.40000000,,,,1,0.875000,,,,1,0.260000,,,,1,,,,,0,,,,,0,0.48000,,,0,1,,,,,0,,,,,0,0,0,18h01m31.23s,+00d06m16.4s,270.380127,0.000002,0.104556,0.000002,2,51.81,2.72,-3.04,0,1,8.103,0.014,0,0,,,,,0,,,,,0,,,,,0,HD 164509,HIP 88268
HD 164922,b,Radial Velocity,1,1155.00000000,23.00000000,-23.00000000,0,1,2.110000,0.130000,-0.130000,0,1,0.050000,0.140000,-0.140000,0,1,,,,,0,,,,,0,0.36000,0.04600,-0.04600,0,1,,,,,0,,,,,0,0,0,18h02m30.86s,+26d18m46.8s,270.628601,0.000001,26.313002,0.000001,3,21.92,0.34,-0.35,0,1,6.990,0.010,0,0,,,,,0,,,,,0,,,,,0,HD 164922,HIP 88348
HD 164604,b,Radial Velocity,1,606.40000000,9.00000000,-9.00000000,0,1,1.300000,0.050000,-0.050000,0,1,0.240000,0.140000,-0.140000,0,1,,,,,0,,,,,0,2.70000,1.30000,-1.30000,0,1,,,,,0,,,,,0,0,0,18h03m06.94s,-28d33m38.3s,270.778900,0.000005,-28.560644,0.000002,2,37.98,2.48,-2.85,0,1,9.827,0.041,0,0,,,,,0,,,,,0,,,,,0,HD 164604,HIP 88414
HD 167042,b,Radial Velocity,1,420.77000000,3.48000000,-3.11000000,0,1,1.320000,0.030000,-0.040000,0,1,0.089000,0.028000,-0.065000,0,1,,,,,0,,,,,0,1.70000,0.09000,-0.12000,0,1,,,,,0,,,,,0,0,0,18h10m31.64s,+54d17m11.6s,272.631836,0.000001,54.286552,0.000001,2,50.00,1.24,-1.31,0,2,5.940,,0,0,,,,,0,,,,,0,,,,,0,HD 167042,HIP 89047
HD 166724,b,Radial Velocity,1,5144.00000000,705.00000000,-467.00000000,0,1,5.420000,0.430000,-0.430000,0,1,0.734000,0.020000,-0.020000,0,1,,,,,0,,,,,0,3.53000,0.11000,-0.11000,0,1,,,,,0,,,,,0,0,0,18h13m59.68s,-42d34m31.3s,273.498657,0.000005,-42.575375,0.000003,2,,,,,1,9.344,0.022,0,0,5127.00,52.00,0,0,1,0.81,0.02,0,0,1,,,,,0,HD 166724,HIP 89354
HD 168443,b,Radial Velocity,2,58.11289000,0.00550000,-0.00550000,0,1,0.300000,0.017000,-0.017000,0,1,0.528600,0.032000,-0.032000,0,1,,,,,0,,,,,0,8.02000,0.65000,-0.65000,0,1,,,,,0,,,,,0,0,0,18h20m03.93s,-09d35m44.6s,275.016388,0.000002,-9.595722,0.000002,2,37.88,1.18,-1.26,0,2,6.917,0.011,0,0,,,,,0,,,,,0,,,,,0,HD 168443,HIP 89844
HD 168443,c,Radial Velocity,2,1749.50000000,2.20000000,-2.20000000,0,1,2.910000,0.170000,-0.170000,0,1,0.212000,0.002000,-0.002000,0,1,,,,,0,,,,,0,18.10000,1.50000,-1.50000,0,1,,,,,0,,,,,0,0,0,18h20m03.93s,-09d35m44.6s,275.016388,0.000002,-9.595722,0.000002,2,37.88,1.18,-1.26,0,2,6.917,0.011,0,0,,,,,0,,,,,0,,,,,0,HD 168443,HIP 89844
HD 168746,b,Radial Velocity,1,6.40300000,0.00100000,-0.00100000,0,1,0.065000,,,0,1,0.081000,0.029000,-0.029000,0,1,,,,,0,,,,,0,0.23000,,,0,1,,,,,0,,,,,0,0,0,18h21m49.78s,-11d55m21.7s,275.457428,0.000002,-11.922684,0.000002,2,43.12,1.71,-1.86,0,1,7.946,0.013,0,0,,,,,0,,,,,0,,,,,0,HD 168746,HIP 90004
WASP-36,b,Transit,1,1.53736530,0.00000260,-0.00000260,0,1,0.026430,0.000260,-0.000260,0,1,0.000000,,,0,1,83.610,0.210,-0.210,0,1,2.30300,0.06800,-0.06800,0,1,,,,,0,1.281,0.029,-0.029,0,1,1.45800,0.08900,-0.08900,0,1,0,0,08h46m19.30s,-08d01m37.0s,131.580399,0.000017,-8.026946,0.000017,1,450.00,120.00,-120.00,0,1,,,,,5959.00,134.00,0,,1,1.04,0.03,0,,1,0.95,0.02,0,,1,,
WASP-37,b,Transit,1,3.57746900,0.00001100,-0.00001100,0,1,0.044600,0.001900,-0.001900,0,1,0.000000,,,0,1,88.820,0.770,-0.860,0,1,1.80000,0.17000,-0.17000,0,1,,,,,0,1.160,0.070,-0.060,0,1,1.53000,0.16000,-0.20000,0,1,0,0,14h47m46.56s,+01d03m53.9s,221.943985,0.000017,1.064966,0.000017,1,343.00,36.00,-36.00,0,1,,,,,5800.00,150.00,0,,1,0.93,0.12,0,,1,1.00,0.05,0,,1,,
WASP-38,b,Transit,1,6.87181500,0.00004500,-0.00004200,0,1,0.075220,0.000740,-0.000750,0,1,0.031400,0.004600,-0.004100,0,1,88.690,0.300,-0.250,0,1,2.69100,0.05800,-0.05800,0,1,,,,,0,1.094,0.029,-0.028,0,1,2.74000,0.18600,-0.18600,0,1,0,0,16h15m50.36s,+10d01m57.2s,243.959839,0.000019,10.032566,0.000017,1,110.00,20.00,-20.00,0,1,,,,,6150.00,80.00,0,,1,1.20,0.04,0,,1,1.33,0.03,0,,1,HD 146389,
WASP-39,b,Transit,1,4.05525900,0.00000900,-0.00000900,0,1,0.048600,0.000500,-0.000500,0,1,0.000000,,,0,1,87.830,0.250,-0.220,0,1,0.28000,0.03000,-0.03000,0,1,,,,,0,1.270,0.040,-0.040,0,1,0.18600,0.02700,-0.02700,0,1,0,0,14h29m18.41s,-03d26m40.3s,217.326706,0.000019,-3.444534,0.000017,1,230.00,80.00,-80.00,0,1,,,,,5400.00,150.00,0,,1,0.93,0.03,0,,1,0.90,0.02,0,,1,,
WASP-41,b,Transit,1,3.05240100,0.00000400,-0.00000400,0,1,0.040200,0.000500,-0.000500,0,1,0.000000,,,0,1,87.700,0.080,-0.080,0,1,0.92000,0.06000,-0.06000,0,1,,,,,0,1.200,0.060,-0.060,0,1,0.66500,0.10600,-0.10600,0,1,0,0,12h42m28.49s,-30d38m23.5s,190.618729,0.000019,-30.639870,0.000017,1,180.00,60.00,-60.00,0,1,,,,,5450.00,150.00,0,,1,0.93,0.03,0,,1,0.90,0.05,0,,1,,
WASP-42,b,Transit,1,4.98168720,0.00000730,-0.00000730,0,1,0.054800,0.001700,-0.001700,0,1,0.060000,0.013000,-0.013000,0,1,88.250,0.270,-0.230,0,1,0.50000,0.03500,-0.03500,0,1,,,,,0,1.080,0.057,-0.057,0,1,0.52800,0.07200,-0.06300,0,1,0,0,12h51m55.57s,-42d04m25.0s,192.981552,0.000031,-42.073608,0.000022,1,160.00,40.00,-40.00,0,1,,,,,5200.00,150.00,0,,1,0.88,0.09,0,,1,0.86,0.04,0,,1,,
WASP-43,b,Transit,1,0.81347500,0.00000100,-0.00000100,0,1,0.014200,0.000400,-0.000400,0,1,0.000000,,,0,1,82.600,1.300,-0.900,0,1,1.78000,0.10000,-0.10000,0,1,,,,,0,0.930,0.070,-0.090,0,1,2.93900,0.97100,-0.54500,0,1,0,0,10h19m38.01s,-09d48m22.6s,154.908371,0.000017,-9.806276,0.000017,1,80.00,20.00,-20.00,0,1,,,,,4400.00,200.00,0,,1,0.58,0.05,0,,1,0.60,0.04,0,,1,,
