pl_hostname,pl_letter,pl_discmethod,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbpern,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbsmaxn,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbeccenn,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_orbincln,pl_massj,pl_massjerr1,pl_massjerr2,pl_masslim,pl_massn,pl_msinij,pl_msinijerr1,pl_msinijerr2,pl_msinilim,pl_msinin,pl_radj,pl_radjerr1,pl_radjerr2,pl_radlim,pl_radn,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_densn,pl_ttvflag,pl_kepflag,ra_str,dec_str,ra,st_raerr,dec,st_decerr,st_posn,st_dist,st_disterr1,st_disterr2,st_distlim,st_distn,st_vj,st_vjerr,st_vjlim,st_vjblend,st_teff,st_tefferr,st_tefflim,st_teffblend,st_teffn,st_mass,st_masserr,st_masslim,st_massblend,st_massn,st_rad,st_raderr,st_radlim,st_radblend,st_radn,hd_name,hip_name
WASP-44,b,Transit,1,2.42380390,0.00000870,-0.00000870,0,1,0.034730,0.000410,-0.000410,0,1,0.000000,,,0,1,86.020,1.110,-0.860,0,1,0.88900,0.06200,-0.06200,0,1,,,,,0,1.140,0.110,-0.110,0,1,0.81100,0.30600,-0.20000,0,1,0,0,00h15m36.76s,-11d56m17.2s,3.903165,0.000031,-11.938115,0.000017,1,,,,,0,,,,,5410.00,150.00,0,,1,0.95,0.03,0,,1,0.93,0.07,0,,1,,
WASP-45,b,Transit,1,3.12608760,0.00000350,-0.00000350,0,1,0.040540,0.000900,-0.000900,0,1,0.000000,,,0,1,84.470,0.540,-0.790,0,1,1.00700,0.05300,-0.05300,0,1,,,,,0,1.160,0.280,-0.140,0,1,0.85100,0.39900,-0.39900,0,1,0,0,00h20m57.00s,-35d59m53.7s,5.237497,0.000017,-35.998260,0.000017,1,,,,,0,,,,,5140.00,200.00,0,,1,0.91,0.06,0,,1,0.94,0.09,0,,1,,
WASP-46,b,Transit,1,1.43037000,0.00000230,-0.00000230,0,1,0.024480,0.000280,-0.000280,0,1,0.000000,,,0,1,82.630,0.380,-0.380,0,1,2.10100,0.07300,-0.07300,0,1,,,,,0,1.310,0.051,-0.051,0,1,1.25000,0.14600,-0.14600,0,1,0,0,21h14m56.87s,-55d52m18.4s,318.736969,0.000019,-55.871780,0.000017,1,,,,,0,,,,,5620.00,160.00,0,,1,0.96,0.03,0,,1,0.92,0.03,0,,1,,
WASP-47,b,Transit,1,4.15913990,0.00000720,-0.00000720,0,1,0.052000,0.000600,-0.000600,0,1,0.110000,,,1,1,89.200,0.500,-0.700,0,1,1.14000,0.05000,-0.05000,0,1,,,,,0,1.150,0.040,-0.020,0,1,0.98400,0.06700,-0.08000,0,1,0,0,22h04m48.73s,-12d01m08.0s,331.203033,0.000019,-12.018885,0.000017,1,200.00,30.00,-30.00,0,1,,,,,5350.00,90.00,0,,1,1.08,0.04,0,,1,1.15,0.03,0,,1,,
WASP-48,b,Transit,1,2.14363400,0.00000300,-0.00000300,0,1,0.034440,0.000450,-0.000450,0,1,0.000000,,,0,1,80.090,0.880,-0.790,0,1,0.98000,0.09000,-0.09000,0,1,,,,,0,1.670,0.100,-0.100,0,1,0.27900,0.05300,-0.05300,0,1,0,0,19h24m38.96s,+55d28m23.4s,291.162323,0.000019,55.473160,0.000017,1,,,,,0,,,,,5920.00,150.00,0,,1,1.19,0.05,0,,1,1.75,0.09,0,,1,,
WASP-49,b,Transit,1,2.78173870,0.00000560,-0.00000560,0,1,0.037900,0.001100,-0.001100,0,1,0.000000,,,0,1,84.890,0.190,-0.190,0,1,0.37800,0.02700,-0.02700,0,1,,,,,0,1.115,0.047,-0.047,0,1,0.36300,0.04000,-0.03500,0,1,0,0,06h04m21.46s,-16d57m55.1s,91.089424,0.000017,-16.965294,0.000017,1,170.00,20.00,-20.00,0,1,,,,,5600.00,150.00,0,,1,0.94,0.08,0,,1,0.98,0.03,0,,1,,
WASP-50,b,Transit,1,1.95509590,0.00000510,-0.00000510,0,1,0.029450,0.000850,-0.000850,0,1,0.009000,0.011000,-0.006000,0,1,84.740,0.240,-0.240,0,1,1.46800,0.09100,-0.08600,0,1,,,,,0,1.153,0.048,-0.048,0,1,1.27400,0.12600,-0.10900,0,1,0,0,02h54m45.14s,-10d53m53.1s,43.688072,0.000022,-10.898080,0.000019,1,230.00,40.00,-40.00,0,1,,,,,5400.00,100.00,0,,1,0.89,0.08,0,,1,0.84,0.03,0,,1,,
WASP-52,b,Transit,1,1.74977980,0.00000120,-0.00000120,0,1,0.027200,0.000300,-0.000300,0,1,0.000000,,,0,1,85.350,0.200,-0.200,0,1,0.46000,0.02000,-0.02000,0,1,,,,,0,1.270,0.030,-0.030,0,1,0.29000,0.03000,-0.03000,0,1,0,0,23h13m58.74s,+08d45m40.5s,348.494751,0.000025,8.761262,0.000017,1,140.00,20.00,-20.00,0,1,,,,,5000.00,100.00,0,0,1,0.87,0.03,0,0,1,0.79,0.02,0,0,1,,
WASP-54,b,Transit,1,3.69364110,0.00000430,-0.00000740,0,1,0.049870,0.000440,-0.000440,0,1,0.067000,0.033000,-0.025000,0,1,84.970,0.630,-0.590,0,1,0.63600,0.02500,-0.02400,0,1,,,,,0,1.653,0.090,-0.083,0,1,0.18800,0.02900,-0.02500,0,1,0,0,13h41m49.04s,-00d07m41.1s,205.454315,0.000028,-0.128076,0.000025,1,200.00,30.00,-30.00,0,1,,,,,6100.00,100.00,0,0,1,1.21,0.03,0,0,1,1.83,0.09,0,0,1,,
WASP-55,b,Transit,1,4.46563300,0.00000400,-0.00000400,0,1,0.053300,0.000700,-0.000700,0,1,0.200000,,,1,1,89.200,0.600,-0.600,0,1,0.57000,0.04000,-0.04000,0,1,,,,,0,1.300,0.050,-0.030,0,1,0.34600,0.02700,-0.04000,0,1,0,0,13h35m01.95s,-17d30m12.5s,203.758118,0.000022,-17.503464,0.000019,1,330.00,50.00,-50.00,0,1,,,,,5960.00,100.00,0,,1,1.01,0.04,0,,1,1.06,0.03,0,,1,,
WASP-56,b,Transit,1,4.61710100,0.00000400,-0.00000200,0,1,0.054580,0.000410,-0.000410,0,1,0.000000,,,0,1,88.500,0.100,-0.200,0,1,0.57100,0.03400,-0.03500,0,1,,,,,0,1.092,0.035,-0.033,0,1,0.58300,0.06400,-0.06100,0,1,0,0,12h13m27.91s,+23d03m20.5s,183.366287,0.000044,23.055698,0.000025,1,255.00,40.00,-40.00,0,1,,,,,5600.00,100.00,0,0,1,1.02,0.02,0,0,1,1.11,0.03,0,0,1,,
WASP-57,b,Transit,1,2.83897100,0.00000200,-0.00000200,0,1,0.038600,0.000400,-0.000400,0,1,0.000000,,,0,1,88.000,0.100,-0.200,0,1,0.67200,0.04900,-0.04600,0,1,,,,,0,0.916,0.017,-0.014,0,1,1.16100,0.10100,-0.09400,0,1,0,0,14h55m16.82s,-02d03m27.6s,223.820099,0.000017,-2.057665,0.000017,1,455.00,80.00,-80.00,0,1,,,,,5600.00,100.00,0,0,1,0.95,0.03,0,0,1,0.84,0.07,0,0,1,,
WASP-58,b,Transit,1,5.01718000,0.00001100,-0.00001100,0,1,0.056100,0.002000,-0.002000,0,1,0.000000,,,0,1,87.400,1.500,-1.500,0,1,0.89000,0.07000,-0.07000,0,1,,,,,0,1.370,0.200,-0.200,0,1,0.45000,0.19000,-0.19000,0,1,0,0,18h18m48.25s,+45d10m19.3s,274.701050,0.000017,45.172016,0.000017,1,300.00,50.00,-50.00,0,1,,,,,5800.00,150.00,0,0,1,0.94,0.10,0,0,1,1.17,0.13,0,0,1,,
WASP-59,b,Transit,1,7.91958500,0.00001000,-0.00001000,0,1,0.069700,0.001100,-0.001100,0,1,0.100000,0.042000,-0.042000,0,1,89.270,0.520,-0.520,0,1,0.86300,0.04500,-0.04500,0,1,,,,,0,0.775,0.068,-0.068,0,1,2.40000,0.70000,-0.70000,0,1,0,0,23h18m29.55s,+24d53m21.4s,349.623138,0.000019,24.889290,0.000017,1,125.00,25.00,-25.00,0,1,,,,,4650.00,150.00,0,0,1,0.72,0.04,0,0,1,0.61,0.04,0,0,1,,
WASP-60,b,Transit,1,4.30500110,0.00000620,-0.00000620,0,1,0.053100,0.000600,-0.000600,0,1,0.000000,,,0,1,87.900,1.600,-1.600,0,1,0.51400,0.03400,-0.03400,0,1,,,,,0,0.860,0.120,-0.120,0,1,1.10000,0.40000,-0.40000,0,1,0,0,23h46m39.98s,+31d09m21.4s,356.666565,0.000022,31.155935,0.000019,1,400.00,60.00,-60.00,0,1,,,,,5900.00,100.00,0,0,1,1.08,0.04,0,0,1,1.14,0.13,0,0,1,,
WASP-61,b,Transit,1,3.85590000,0.00000300,-0.00000300,0,1,0.051400,0.000900,-0.000900,0,1,0.260000,,,1,1,89.350,0.450,-0.660,0,1,2.06000,0.17000,-0.17000,0,1,,,,,0,1.240,0.030,-0.030,0,1,1.42300,0.12000,-0.12000,0,1,0,0,05h01m11.92s,-26d03m14.9s,75.299660,0.000017,-26.054144,0.000017,1,480.00,65.00,-65.00,0,1,,,,,6320.00,140.00,0,,1,1.22,0.07,0,,1,1.36,0.03,0,,1,,
WASP-62,b,Transit,1,4.41195300,0.00000300,-0.00000300,0,1,0.056700,0.000700,-0.000700,0,1,0.210000,,,1,1,88.300,0.900,-0.600,0,1,0.57000,0.04000,-0.04000,0,1,,,,,0,1.390,0.060,-0.060,0,1,0.27900,0.04000,-0.04000,0,1,0,0,05h48m33.59s,-63d59m18.4s,87.139961,0.000017,-63.988434,0.000017,1,160.00,30.00,-30.00,0,1,,,,,6280.00,80.00,0,,1,1.25,0.05,0,,1,1.28,0.05,0,,1,,
GJ 876,e,Radial Velocity,4,124.26000000,0.70000000,-0.70000000,0,1,0.334300,0.001300,-0.001300,0,1,0.055000,0.012000,-0.012000,0,1,59.000,,,0,1,,,,,0,0.04600,0.00500,-0.00500,0,1,,,,,0,,,,,0,0,0,22h53m16.74s,-14d15m49.3s,343.319733,0.000009,-14.263700,0.000004,3,4.70,,,0,2,10.191,0.015,0,0,,,,,0,0.33,,0,,1,,,,,0,,HIP 113020
GJ 1214,b,Transit,1,1.58040482,0.00000024,-0.00000024,0,1,,,,,0,0.000000,,,0,1,90.000,0.000,-1.500,0,1,0.02000,0.00300,-0.00300,0,1,,,,,0,0.203,0.007,-0.007,0,1,3.03000,0.50000,-0.50000,0,1,0,0,17h15m18.92s,+04d57m50.1s,258.828827,0.000017,4.963920,0.000017,2,13.00,0.80,-1.00,0,1,14.680,0.020,0,0,2949.00,32.00,0,,1,0.15,0.01,0,,1,0.21,0.01,0,,1,,
GJ 3021,b,Radial Velocity,1,133.71000000,0.20000000,-0.20000000,0,1,0.490000,,,0,1,0.511000,0.017000,-0.017000,0,1,,,,,0,,,,,0,3.37000,0.09000,-0.09000,0,1,,,,,0,,,,,0,0,0,00h16m12.68s,-79d51m04.3s,4.052823,0.000001,-79.851181,0.000001,2,17.62,0.17,-0.16,0,2,6.582,0.010,0,0,5540.00,75.00,0,,1,0.90,,0,,1,0.90,,0,,1,HD 1237,HIP 1292
GJ 3470,b,Radial Velocity,1,3.33714000,0.00017000,-0.00017000,0,1,0.034800,0.001400,-0.001400,0,1,0.051000,,,1,1,88.800,,,-1,1,0.04400,0.00500,-0.00500,0,1,,,,,0,0.370,0.050,-0.050,0,1,1.07000,0.43000,-0.43000,0,1,0,0,07h59m05.84s,+15d23m29.4s,119.774345,0.000017,15.391492,0.000017,1,25.20,2.90,-2.90,0,1,12.330,0.012,0,0,3600.00,200.00,0,,1,0.54,0.07,0,,1,0.50,0.06,0,,1,,
GJ 3634,b,Radial Velocity,1,2.64561000,0.00066000,-0.00066000,0,1,0.028700,0.001000,-0.001100,0,1,0.080000,0.094000,-0.057000,0,1,59.000,18.000,-24.000,0,1,8.40000,4.00000,-1.50000,0,1,0.02200,0.00300,-0.00300,0,1,,,,,0,,,,,0,0,0,10h58m35.10s,-31d08m38.4s,164.646240,0.000019,-31.143990,0.000017,2,19.80,0.60,-0.60,0,1,,,,,,,,,0,0.45,0.05,0,,1,0.43,0.03,0,,1,,
GSC 06214-00210,b,Imaging,1,,,,,0,,,,,0,,,,,0,,,,,0,14.00000,,,0,1,,,,,0,,,,,0,,,,,0,0,0,16h21m54.67s,-20d43m09.1s,245.477783,0.000028,-20.719202,0.000017,1,145.00,14.00,-14.00,0,1,,,,,,,,,0,0.60,,0,,1,,,,,0,,
HAT-P-1,b,Transit,1,4.46529340,0.00000930,-0.00000930,0,1,0.055310,0.001400,-0.001400,0,1,0.000000,,,0,1,86.280,0.200,-0.200,0,1,0.52400,0.03100,-0.03100,0,1,,,,,0,1.225,0.059,-0.059,0,1,0.34500,0.05300,-0.04400,0,1,0,0,22h57m46.83s,+38d40m29.8s,344.445104,,38.674953,,1,155.00,15.00,-15.00,0,1,10.340,,0,0,5975.00,120.00,0,,1,1.13,0.08,0,,1,1.11,0.05,0,,1,,
HAT-P-2,b,Transit,1,5.63347290,0.00000610,-0.00000610,0,1,0.068780,0.000680,-0.000680,0,1,0.517100,0.003300,-0.003300,0,1,86.720,1.120,-0.870,0,1,9.09000,0.24000,-0.24000,0,1,,,,,0,1.157,0.073,-0.062,0,1,7.29000,1.12000,-1.12000,0,1,0,0,16h20m36.36s,+41d02m53.1s,245.151489,0.000002,41.048084,0.000002,2,110.30,11.50,-14.60,0,3,8.689,0.013,0,0,6290.00,60.00,0,,1,1.36,0.04,0,,1,1.64,0.08,0,,1,HD 147506,HIP 80076
HAT-P-3,b,Transit,1,2.89973600,0.00000200,-0.00000200,0,1,0.038660,0.000410,-0.000410,0,1,0.000000,,,0,1,87.070,0.550,-0.550,0,1,0.59100,0.01800,-0.01800,0,1,,,,,0,0.827,0.055,-0.055,0,1,1.29000,0.25000,-0.25000,0,1,0,0,13h44m22.59s,+48d01m43.2s,206.094110,0.000014,48.028670,0.000016,2,138.70,12.00,-14.40,0,2,11.577,0.034,0,0,5185.00,80.00,0,,1,0.92,0.03,0,,1,0.80,0.04,0,,1,,
HAT-P-4,b,Transit,1,3.05651140,0.00000280,-0.00000280,0,1,0.044380,0.000810,-0.001500,0,1,0.000000,,,0,1,89.670,0.300,-0.300,0,1,0.68000,0.04000,-0.04000,0,1,,,,,0,1.332,0.052,-0.052,0,1,0.40300,0.06500,-0.04900,0,1,0,0,15h19m57.93s,+36d13m46.6s,229.991355,0.000009,36.229620,0.000008,2,314.00,24.00,-24.00,0,1,11.118,0.072,0,0,5860.00,80.00,0,,1,1.26,0.14,0,,1,1.60,0.06,0,,1,,
HAT-P-5,b,Transit,1,2.78849100,0.00002500,-0.00002500,0,1,0.040750,0.000760,-0.000760,0,1,0.000000,,,0,1,86.750,0.440,-0.440,0,1,1.06000,0.11000,-0.11000,0,1,,,,,0,1.252,0.043,-0.043,0,1,0.67000,0.08900,-0.08900,0,1,0,0,18h17m37.32s,+36d37m17.1s,274.405487,0.000019,36.621410,0.000019,1,342.00,30.00,-30.00,0,1,,,,,5960.00,100.00,0,,1,1.16,0.07,0,,1,1.14,0.03,0,,1,,
HAT-P-6,b,Transit,1,3.85300300,0.00000140,-0.00000140,0,1,0.052370,0.000850,-0.000900,0,1,0.000000,,,0,1,85.510,0.350,-0.350,0,1,1.05900,0.05300,-0.05200,0,1,,,,,0,1.330,0.064,-0.058,0,1,0.55900,0.08600,-0.08600,0,1,0,0,23h39m05.82s,+42d27m57.5s,354.774231,0.000017,42.465973,0.000017,1,261.00,20.00,-20.00,0,1,,,,,6570.00,80.00,0,,1,1.29,0.07,0,,1,1.46,0.07,0,,1,,
HAT-P-8,b,Transit,1,3.07634020,0.00000150,-0.00000150,0,1,0.048700,0.002600,-0.002600,0,1,0.000000,,,0,1,87.500,1.900,-0.900,0,1,1.52000,0.18000,-0.16000,0,1,,,,,0,1.500,0.080,-0.060,0,1,0.56800,0.04800,-0.04800,0,1,0,0,22h52m09.86s,+35d26m49.6s,343.041077,0.000022,35.447109,0.000019,1,230.00,15.00,-15.00,0,1,,,,,6200.00,80.00,0,,1,1.28,0.04,0,,1,1.58,0.08,0,,1,,
HAT-P-9,b,Transit,1,3.92289000,0.00004000,-0.00004000,0,1,0.053000,0.002000,-0.002000,0,1,0.000000,,,0,1,86.500,0.200,-0.200,0,1,0.78000,0.09000,-0.09000,0,1,,,,,0,1.400,0.060,-0.060,0,1,0.35000,0.06000,-0.06000,0,1,0,0,07h20m40.45s,+37d08m26.3s,110.168526,0.000042,37.140652,0.000019,1,480.00,60.00,-60.00,0,1,,,,,6350.00,150.00,0,,1,1.28,0.13,0,,1,1.32,0.07,0,,1,,
HAT-P-12,b,Transit,1,3.21305980,0.00000210,-0.00000210,0,1,0.038400,0.000300,-0.000300,0,1,0.000000,,,0,1,89.000,0.400,-0.400,0,1,0.21000,0.01200,-0.01200,0,1,,,,,0,0.936,0.012,-0.012,0,1,0.31920,0.01600,-0.01600,0,1,0,0,13h57m33.48s,+43d29m36.7s,209.389496,0.000050,43.493534,0.000019,1,142.50,4.20,-3.30,0,1,,,,,4650.00,60.00,0,,1,0.73,0.02,0,,1,0.70,0.01,0,,1,,
HAT-P-13,b,Transit,2,2.91626000,0.00001000,-0.00001000,0,1,0.042700,0.000600,-0.001200,0,1,0.021000,0.009000,-0.009000,0,1,83.400,0.600,-0.600,0,1,0.85100,0.03800,-0.03800,0,1,,,,,0,1.272,0.065,-0.065,0,1,0.49800,0.10300,-0.06900,0,1,1,0,08h39m31.81s,+47d21m07.4s,129.882538,0.000028,47.352051,0.000028,1,214.00,12.00,-12.00,0,1,,,,,5653.00,90.00,0,,1,1.22,0.10,0,,1,1.56,0.08,0,,1,,
HAT-P-13,c,Radial Velocity,2,446.27000000,0.22000000,-0.22000000,0,1,,,,,0,0.661600,0.005400,-0.005400,0,1,,,,,0,,,,,0,14.28000,0.28000,-0.28000,0,1,,,,,0,,,,,0,0,0,08h39m31.81s,+47d21m07.4s,129.882538,0.000028,47.352051,0.000028,1,214.00,12.00,-12.00,0,1,,,,,5653.00,90.00,0,,1,1.22,0.10,0,,1,1.56,0.08,0,,1,,
HAT-P-14,b,Transit,1,4.62766900,0.00000500,-0.00000500,0,1,0.060600,0.000700,-0.000700,0,1,0.107000,0.013000,-0.013000,0,1,83.500,0.300,-0.300,0,1,2.23200,0.05900,-0.05900,0,1,,,,,0,1.150,0.052,-0.052,0,1,1.82000,0.24000,-0.24000,0,1,0,0,17h20m27.88s,+38d14m31.8s,260.116180,0.000017,38.242165,0.000017,1,205.00,11.00,-11.00,0,1,,,,,6600.00,90.00,0,,1,1.39,0.04,0,,1,1.47,0.05,0,,1,,
HAT-P-15,b,Transit,1,10.86350200,0.00002700,-0.00002700,0,1,0.096400,0.001400,-0.001400,0,1,0.190000,0.019000,-0.019000,0,1,89.100,0.200,-0.200,0,1,1.94600,0.06600,-0.06600,0,1,,,,,0,1.072,0.043,-0.043,0,1,1.96000,0.22000,-0.22000,0,1,0,0,04h24m59.53s,+39d27m38.3s,66.248024,0.000017,39.460636,0.000017,1,190.00,8.00,-8.00,0,1,,,,,5568.00,90.00,0,,1,1.01,0.04,0,,1,1.08,0.04,0,,1,,
HAT-P-16,b,Transit,1,2.77596000,0.00000300,-0.00000300,0,1,0.041300,0.000400,-0.000400,0,1,0.036000,0.004000,-0.004000,0,1,86.600,0.700,-0.700,0,1,4.19300,0.09400,-0.09400,0,1,,,,,0,1.289,0.066,-0.066,0,1,2.42000,0.35000,-0.35000,0,1,0,0,00h38m17.56s,+42d27m47.1s,9.573181,0.000019,42.463078,0.000017,1,235.00,10.00,-10.00,0,1,,,,,6158.00,80.00,0,,1,1.22,0.04,0,,1,1.24,0.05,0,,1,,
HAT-P-17,b,Transit,2,10.33852300,0.00000900,-0.00000900,0,1,0.088200,0.001400,-0.001400,0,1,0.342000,0.006000,-0.006000,0,1,89.200,0.200,-0.100,0,1,0.53400,0.01800,-0.01800,0,1,,,,,0,1.010,0.029,-0.029,0,1,0.64000,0.05000,-0.05000,0,1,0,0,21h38m08.74s,+30d29m19.4s,324.536407,0.000019,30.488716,0.000017,1,90.00,3.00,-3.00,0,1,,,,,5246.00,80.00,0,,1,0.86,0.04,0,,1,0.84,0.02,0,,1,,
HAT-P-17,c,Radial Velocity,2,5584.00000000,7700.00000000,-2100.00000000,0,1,5.600000,3.500000,-1.400000,0,1,0.390000,0.230000,-0.170000,0,1,,,,,0,,,,,0,3.40000,1.10000,-0.70000,0,1,,,,,0,,,,,0,0,0,21h38m08.74s,+30d29m19.4s,324.536407,0.000019,30.488716,0.000017,1,90.00,3.00,-3.00,0,1,,,,,5246.00,80.00,0,,1,0.86,0.04,0,,1,0.84,0.02,0,,1,,
HAT-P-18,b,Transit,1,5.50802300,0.00000600,-0.00000600,0,1,0.055900,0.000700,-0.000700,0,1,0.084000,0.048000,-0.048000,0,1,88.800,0.300,-0.300,0,1,0.19700,0.01300,-0.01300,0,1,,,,,0,0.995,0.052,-0.052,0,1,0.25000,0.04000,-0.04000,0,1,0,0,17h05m23.15s,+33d00m45.0s,256.346466,0.000017,33.012512,0.000017,1,166.00,9.00,-9.00,0,1,,,,,4803.00,80.00,0,,1,0.77,0.03,0,,1,0.75,0.04,0,,1,,
HD 169830,b,Radial Velocity,2,225.62000000,0.22000000,-0.22000000,0,1,0.810000,,,0,1,0.310000,0.010000,-0.010000,0,1,,,,,0,,,,,0,2.88000,,,0,1,,,,,0,,,,,0,0,0,18h27m49.48s,-29d49m00.7s,276.956177,0.000003,-29.816866,0.000002,2,36.32,1.16,-1.24,0,1,5.902,0.010,0,0,,,,,0,,,,,0,,,,,0,HD 169830,HIP 90485
HD 169830,c,Radial Velocity,2,2102.00000000,264.00000000,-264.00000000,0,1,3.600000,,,0,1,0.330000,0.020000,-0.020000,0,1,,,,,0,,,,,0,4.04000,,,0,1,,,,,0,,,,,0,0,0,18h27m49.48s,-29d49m00.7s,276.956177,0.000003,-29.816866,0.000002,2,36.32,1.16,-1.24,0,1,5.902,0.010,0,0,,,,,0,,,,,0,,,,,0,HD 169830,HIP 90485
HD 170469,b,Radial Velocity,1,1145.00000000,18.00000000,-18.00000000,0,1,2.100000,,,0,1,0.110000,0.080000,-0.080000,0,1,,,,,0,,,,,0,0.67000,,,0,1,,,,,0,,,,,0,0,0,18h29m10.98s,+11d41m43.8s,277.295746,0.000003,11.695502,0.000002,2,64.98,4.37,-5.05,0,1,8.176,0.012,0,0,,,,,0,,,,,0,,,,,0,HD 170469,HIP 90593
HD 171028,b,Radial Velocity,1,538.00000000,2.00000000,-2.00000000,0,1,1.290000,,,0,1,0.610000,0.010000,-0.010000,0,1,,,,,0,,,,,0,1.83000,,,0,1,,,,,0,,,,,0,0,0,18h32m15.49s,+06d56m44.7s,278.064552,0.000002,6.945749,0.000002,2,,,,,0,8.292,0.012,0,0,,,,,0,,,,,0,,,,,0,HD 171028,
HD 171238,b,Radial Velocity,1,1523.00000000,40.00000000,-45.00000000,0,1,2.540000,0.060000,-0.060000,0,1,0.400000,0.061000,-0.065000,0,1,,,,,0,,,,,0,2.60000,0.15000,-0.15000,0,1,,,,,0,,,,,0,0,0,18h34m43.67s,-28d04m20.3s,278.681976,0.000004,-28.072313,0.000002,2,44.05,2.33,-2.61,0,1,8.652,0.021,0,0,,,,,0,,,,,0,,,,,0,HD 171238,HIP 91085
HD 173416,b,Radial Velocity,1,323.60000000,2.20000000,-2.20000000,0,1,1.160000,0.060000,-0.060000,0,1,0.210000,0.040000,-0.040000,0,1,,,,,0,,,,,0,2.70000,0.30000,-0.30000,0,1,,,,,0,,,,,0,0,0,18h43m36.11s,+36d33m23.8s,280.900452,0.000001,36.556606,0.000002,2,134.95,9.01,-10.40,0,1,6.037,0.010,0,0,,,,,0,,,,,0,,,,,0,HD 173416,HIP 91852
HD 175541,b,Radial Velocity,1,297.30000000,6.00000000,-6.00000000,0,1,1.030000,,,0,1,0.330000,0.200000,-0.200000,0,1,,,,,0,,,,,0,0.61000,,,0,1,,,,,0,,,,,0,0,0,18h55m40.88s,+04d15m55.2s,283.920349,0.000002,4.265325,0.000002,2,127.55,16.07,-21.48,0,2,8.010,,0,0,,,,,0,,,,,0,,,,,0,HD 175541,HIP 92895
HD 176051,b,Astrometry,1,1016.00000000,40.00000000,-40.00000000,0,1,,,,,0,,,,,0,,,,,0,1.50000,0.30000,-0.30000,0,1,,,,,0,,,,,0,,,,,0,0,0,18h57m01.61s,+32d54m04.6s,284.256714,0.000002,32.901272,0.000002,2,14.98,0.12,-0.12,0,2,5.278,0.009,0,0,,,,,0,,,,,0,,,,,0,HD 176051,HIP 93017A
HD 175167,b,Radial Velocity,1,1290.00000000,22.00000000,-22.00000000,0,1,2.400000,0.050000,-0.050000,0,1,0.540000,0.090000,-0.090000,0,1,,,,,0,,,,,0,7.80000,3.50000,-3.50000,0,1,,,,,0,,,,,0,0,0,19h00m00.83s,-69d56m39.3s,285.003479,0.000001,-69.944244,0.000002,2,67.02,3.85,-4.35,0,1,8.000,0.010,0,0,,,,,0,,,,,0,,,,,0,HD 175167,HIP 93281
HD 177830,b,Radial Velocity,2,406.60000000,0.40000000,-0.40000000,0,1,1.221800,0.000800,-0.000800,0,1,0.009000,0.004000,-0.004000,0,1,,,,,0,,,,,0,1.49000,0.03000,-0.03000,0,1,,,,,0,,,,,0,0,0,19h05m20.77s,+25d55m14.4s,286.336548,0.000001,25.920660,0.000002,2,59.03,2.54,-2.77,0,2,7.177,0.010,0,0,,,,,0,,,,,0,,,,,0,HD 177830,HIP 93746
HD 177830,c,Radial Velocity,2,110.90000000,0.10000000,-0.10000000,0,1,0.513700,0.000300,-0.000300,0,1,0.300000,0.100000,-0.100000,0,1,,,,,0,,,,,0,0.15000,0.02000,-0.02000,0,1,,,,,0,,,,,0,0,0,19h05m20.77s,+25d55m14.4s,286.336548,0.000001,25.920660,0.000002,2,59.03,2.54,-2.77,0,2,7.177,0.010,0,0,,,,,0,,,,,0,,,,,0,HD 177830,HIP 93746
HD 178911B,b,Radial Velocity,1,71.48700000,0.01800000,-0.01800000,0,1,0.320000,,,0,1,0.124300,0.007500,-0.007500,0,1,,,,,0,,,,,0,6.29200,0.05900,-0.05900,0,1,,,,,0,,,,,0,0,0,19h09m03.11s,+34d35m59.5s,287.262939,0.000003,34.599850,0.000003,2,46.73,8.78,-14.06,0,1,7.792,0.012,0,0,,,,,0,,,,,0,,,,,0,HD 178911B,HIP 94075
HD 179079,b,Radial Velocity,1,14.47600000,0.01100000,-0.01100000,0,1,0.110000,,,0,1,0.115000,0.087000,-0.087000,0,1,,,,,0,,,,,0,0.08000,,,0,1,,,,,0,,,,,0,0,0,19h11m09.83s,-02d38m18.2s,287.790955,0.000002,-2.638385,0.000002,2,63.69,3.60,-4.06,0,1,7.959,0.012,0,0,,,,,0,,,,,0,,,,,0,HD 179079,HIP 94256
HD 180314,b,Radial Velocity,1,396.03000000,0.62000000,-0.62000000,0,1,1.400000,,,0,1,0.257000,0.010000,-0.010000,0,1,,,,,0,22.00000,,,0,1,,,,,0,,,,,0,,,,,0,0,0,19h14m50.21s,+31d51m37.3s,288.709198,0.000001,31.860350,0.000001,2,131.75,10.25,-12.13,0,1,6.608,0.010,0,0,,,,,0,,,,,0,,,,,0,HD 180314,HIP 94576
