rowid,pl_hostname,pl_letter,pl_discmethod,pl_pnum,pl_orbper,pl_orbperlim,pl_orbpererr1,pl_orbpererr2,pl_orbsmax,pl_orbsmaxlim,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbeccen,pl_orbeccenlim,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbincl,pl_orbincllim,pl_orbinclerr1,pl_orbinclerr2,pl_massj,pl_masslim,pl_massjerr1,pl_massjerr2,pl_radj,pl_radlim,pl_radjerr1,pl_radjerr2,pl_dens,pl_denslim,pl_denserr1,pl_denserr2,pl_ttvflag,pl_kepflag,ra,dec,st_dist,st_disterr1,st_disterr2,st_distlim,st_vj,st_vjerr,st_vjlim,st_vjblend,st_teff,st_tefferr,st_tefflim,st_teffblend,st_mass,st_masserr,st_masslim,st_massblend,st_rad,st_raderr,st_radlim,st_radblend,hd_name,hip_name,st_sp,st_spstr,st_sperr,st_splim,st_spblend,st_lum,st_lumerr,st_lumlim,st_lumblend,pl_eqt,pl_eqtlim,pl_eqterr1,pl_eqterr2,pl_masse,pl_masseerr1,pl_masseerr2,pl_rade,pl_radeerr1,pl_radeerr2,pl_disc,pl_status
718,Kepler-47,c,Transit,2,303.13700000,0,0.07200000,-0.02000000,0.991000,0,0.015000,-0.016000,0.411000,1,,,89.825,0,0.009,-0.010,28.00000,1,,,0.411,0,0.018,-0.018,,,,,1,1,295.297913,46.920467,1500.00,,,0,,,,,5636.00,100.00,0,0,1.05,0.05,0,0,0.96,0.02,0,0,,,,,,,,-0.076,0.033,0,0,,,,,8899.00000,,,4.620,0.200,-0.200,2012,3
719,Kepler-48,b,Transit,2,4.77798030,0,0.00001400,-0.00001400,,,,,,,,,,,,,5.94000,1,,,0.191,0,,,,,,,1,1,299.139221,40.949020,,,,,,,,,5190.00,,0,0,0.89,,0,0,0.89,,0,0,,,,,,,,,,,,,,,,1887.83000,,,2.140,,,2012,2
720,Kepler-48,c,Transit,2,9.67392830,0,0.00002000,-0.00002000,,,,,,,,,,,,,11.61000,1,,,0.280,0,,,,,,,1,1,299.139221,40.949020,,,,,,,,,5190.00,,0,0,0.89,,0,0,0.89,,0,0,,,,,,,,,,,,,,,,3689.85000,,,3.140,,,2012,2
721,Kepler-49,b,Transit,2,7.20379450,0,0.00002200,-0.00002200,,,,,,,,,,,,,0.98000,1,,,0.243,0,,,,,,,1,1,292.294586,40.591801,,,,,,,,,3974.00,,0,0,0.55,,0,0,0.53,,0,0,,,,,,,,,,,,,,,,311.46000,,,2.720,,,2012,2
722,Kepler-49,c,Transit,2,10.91293430,0,0.00006900,-0.00006900,,,,,,,,,,,,,0.72000,1,,,0.227,0,,,,,,,1,1,292.294586,40.591801,,,,,,,,,3974.00,,0,0,0.55,,0,0,0.53,,0,0,,,,,,,,,,,,,,,,228.83000,,,2.550,,,2012,2
723,Kepler-50,b,Transit,2,7.81251240,0,0.00005200,-0.00005200,,,,,,,,,,,,,0.10000,1,,,0.196,0,,,,,,,1,1,288.100861,50.033718,,,,,,,,,6058.00,,0,0,1.23,,0,0,1.88,,0,0,,,,,,,,,,,,,,,,31.78000,,,2.200,,,2012,2
724,Kepler-50,c,Transit,2,9.37613680,0,0.00005600,-0.00005600,,,,,,,,,,,,,0.11000,1,,,0.249,0,,,,,,,1,1,288.100861,50.033718,,,,,,,,,6058.00,,0,0,1.23,,0,0,1.88,,0,0,,,,,,,,,,,,,,,,34.96000,,,2.790,,,2012,2
725,Kepler-51,b,Transit,2,45.15550230,0,0.00007200,-0.00007200,,,,,,,,,,,,,3.23000,1,,,0.629,0,,,,,,,1,1,296.479767,49.937683,,,,,,,,,5803.00,,0,0,1.00,,0,0,0.91,,0,0,,,,,,,,,,,,,,,,1026.55000,,,7.050,,,2012,2
726,Kepler-51,c,Transit,2,85.31286620,0,0.00096000,-0.00096000,,,,,,,,,,,,,2.60000,1,,,0.509,0,,,,,,,1,1,296.479767,49.937683,,,,,,,,,5803.00,,0,0,1.00,,0,0,0.91,,0,0,,,,,,,,,,,,,,,,826.32000,,,5.710,,,2012,2
727,Kepler-52,b,Transit,2,7.87735650,0,0.00003800,-0.00003800,,,,,,,,,,,,,8.70000,1,,,0.187,0,,,,,,,1,1,286.738037,49.975750,,,,,,,,,4075.00,,0,0,0.54,,0,0,0.52,,0,0,,,,,,,,,,,,,,,,2765.00000,,,2.100,,,2012,2
728,Kepler-52,c,Transit,2,16.38500210,0,0.00014000,-0.00014000,,,,,,,,,,,,,10.41000,1,,,0.164,0,,,,,,,1,1,286.738037,49.975750,,,,,,,,,4075.00,,0,0,0.54,,0,0,0.52,,0,0,,,,,,,,,,,,,,,,3308.41000,,,1.840,,,2012,2
729,Kepler-53,b,Transit,2,18.64895250,0,0.00016000,-0.00016000,,,,,,,,,,,,,18.41000,1,,,0.258,0,,,,,,,1,1,290.461761,40.562462,,,,,,,,,5858.00,,0,0,0.98,,0,0,0.89,,0,0,,,,,,,,,,,,,,,,5851.00000,,,2.890,,,2012,2
730,Kepler-53,c,Transit,2,38.55830380,0,0.00041000,-0.00041000,,,,,,,,,,,,,,,,,0.283,0,,,,,,,1,1,290.461761,40.562462,,,,,,,,,5858.00,,0,0,0.98,,0,0,0.89,,0,0,,,,,,,,,,,,,,,,,,,3.170,,,2012,2
731,Kepler-54,b,Transit,2,8.01094340,0,0.00006900,-0.00006900,,,,,,,,,,,,,0.92000,1,,,0.187,0,,,,,,,1,1,294.773926,43.056293,,,,,,,,,3705.00,,0,0,0.51,,0,0,0.50,,0,0,,,,,,,,,,,,,,,,292.39000,,,2.100,,,2012,2
732,Kepler-54,c,Transit,2,12.07172490,0,0.00029000,-0.00029000,,,,,,,,,,,,,0.37000,1,,,0.110,0,,,,,,,1,1,294.773926,43.056293,,,,,,,,,3705.00,,0,0,0.51,,0,0,0.50,,0,0,,,,,,,,,,,,,,,,117.59000,,,1.230,,,2012,2
733,Kepler-55,b,Transit,2,27.94814490,0,0.00024000,-0.00024000,,,,,,,,,,,,,1.49000,1,,,0.217,0,,,,,,,1,1,285.168335,44.026466,,,,,,,,,4362.00,,0,0,0.62,,0,0,0.58,,0,0,,,,,,,,,,,,,,,,473.55000,,,2.430,,,2012,2
734,Kepler-55,c,Transit,2,42.15164180,0,0.00053000,-0.00053000,,,,,,,,,,,,,1.11000,1,,,0.197,0,,,,,,,1,1,285.168335,44.026466,,,,,,,,,4362.00,,0,0,0.62,,0,0,0.58,,0,0,,,,,,,,,,,,,,,,352.78000,,,2.210,,,2012,2
735,Kepler-56,b,Transit,2,10.50342940,0,0.00025000,-0.00025000,,,,,,,,,,,,,5.12000,1,,,0.343,0,,,,,,,1,1,293.758362,41.871868,,,,,,,,,4931.00,,0,0,1.37,,0,0,3.14,,0,0,,,,,,,,,,,,,,,,1627.22000,,,3.840,,,2012,2
736,Kepler-56,c,Transit,2,21.40504840,0,0.00036000,-0.00036000,,,,,,,,,,,,,12.18000,1,,,0.700,0,,,,,,,1,1,293.758362,41.871868,,,,,,,,,4931.00,,0,0,1.37,,0,0,3.14,,0,0,,,,,,,,,,,,,,,,3871.01000,,,7.850,,,2012,2
737,Kepler-57,b,Transit,2,5.72931960,0,0.00001800,-0.00001800,,,,,,,,,,,,,18.86000,1,,,0.195,0,,,,,,,1,1,293.641296,44.657040,,,,,,,,,5145.00,,0,0,0.83,,0,0,0.73,,0,0,,,,,,,,,,,,,,,,5994.02000,,,2.190,,,2012,2
738,Kepler-57,c,Transit,2,11.60925670,0,0.00008600,-0.00008600,,,,,,,,,,,,,6.95000,1,,,0.138,0,,,,,,,1,1,293.641296,44.657040,,,,,,,,,5145.00,,0,0,0.83,,0,0,0.73,,0,0,,,,,,,,,,,,,,,,2208.83000,,,1.550,,,2012,2
739,Kepler-58,b,Transit,2,10.21849540,0,0.00015000,-0.00015000,,,,,,,,,,,,,1.39000,1,,,0.248,0,,,,,,,1,1,296.358643,39.115192,,,,,,,,,5843.00,,0,0,0.95,,0,0,1.03,,0,0,,,,,,,,,,,,,,,,441.77000,,,2.780,,,2012,2
740,Kepler-58,c,Transit,2,15.57415680,0,0.00027000,-0.00027000,,,,,,,,,,,,,2.19000,1,,,0.255,0,,,,,,,1,1,296.358643,39.115192,,,,,,,,,5843.00,,0,0,0.95,,0,0,1.03,,0,0,,,,,,,,,,,,,,,,696.02000,,,2.860,,,2012,2
741,Kepler-59,b,Transit,2,11.86817070,0,0.00036000,-0.00036000,,,,,,,,,,,,,2.05000,1,,,0.098,0,,,,,,,1,1,287.039490,46.640129,,,,,,,,,6074.00,,0,0,1.04,,0,0,0.94,,0,0,,,,,,,,,,,,,,,,651.52000,,,1.100,,,2012,2
742,Kepler-59,c,Transit,2,17.98012350,0,0.00030000,-0.00030000,,,,,,,,,,,,,1.37000,1,,,0.177,0,,,,,,,1,1,287.039490,46.640129,,,,,,,,,6074.00,,0,0,1.04,,0,0,0.94,,0,0,,,,,,,,,,,,,,,,435.41000,,,1.980,,,2012,2
743,Kepler-60,b,Transit,3,7.13161850,0,0.00009300,-0.00009300,,,,,,,,,,,,,0.25000,1,,,0.203,0,,,,,,,1,1,288.961243,42.265011,,,,,,,,,5915.00,,0,0,1.11,,0,0,1.50,,0,0,,,,,,,,,,,,,,,,79.45000,,,2.280,,,2012,2
744,Kepler-60,c,Transit,3,8.91934590,0,0.00011000,-0.00011000,,,,,,,,,,,,,0.56000,1,,,0.220,0,,,,,,,1,1,288.961243,42.265011,,,,,,,,,5915.00,,0,0,1.11,,0,0,1.50,,0,0,,,,,,,,,,,,,,,,177.98000,,,2.470,,,2012,2
745,Kepler-60,d,Transit,3,11.90161710,0,0.00020000,-0.00020000,,,,,,,,,,,,,0.68000,1,,,0.227,0,,,,,,,1,1,288.961243,42.265011,,,,,,,,,5915.00,,0,0,1.11,,0,0,1.50,,0,0,,,,,,,,,,,,,,,,216.12000,,,2.550,,,2012,2
746,Kepler-61,b,Transit,1,59.87756000,0,0.00020000,-0.00020000,,,,,0.250000,1,,,89.800,-1,,,,,,,0.192,0,0.012,-0.012,,,,,0,1,295.304504,42.475288,,,,,,,,,4017.00,68.00,0,0,0.64,0.04,0,0,0.62,0.02,0,0,,,5.70,K7 V,,0,0,,,,,273,0,13,-13,,,,2.150,0.130,-0.130,2013,3
747,Kepler-62,b,Transit,5,5.71493200,0,0.00000900,-0.00000900,0.055300,0,0.000500,-0.000500,,,,,89.200,0,0.400,-0.400,0.03000,1,,,0.117,0,0.004,-0.004,,,,,0,1,283.212738,45.349865,368.00,,,0,,,,,4925.00,70.00,0,0,0.69,0.02,0,0,0.64,0.02,0,0,,,5.20,K2 V,,0,0,-0.678,0.040,0,0,750,0,41,-41,9.00000,,,1.310,0.040,-0.040,2013,3
748,Kepler-62,c,Transit,5,12.44170000,0,0.00010000,-0.00010000,0.092900,0,0.000900,-0.000900,,,,,89.700,0,0.200,-0.200,0.01300,1,,,0.048,0,0.003,-0.003,,,,,0,1,283.212738,45.349865,368.00,,,0,,,,,4925.00,70.00,0,0,0.69,0.02,0,0,0.64,0.02,0,0,,,5.20,K2 V,,0,0,-0.678,0.040,0,0,578,0,31,-31,4.00000,,,0.540,0.030,-0.030,2013,3
749,Kepler-62,d,Transit,5,18.16406000,0,0.00002000,-0.00002000,0.120000,0,0.001000,-0.001000,,,,,89.700,0,0.300,-0.300,0.04400,1,,,0.174,0,0.006,-0.006,,,,,0,1,283.212738,45.349865,368.00,,,0,,,,,4925.00,70.00,0,0,0.69,0.02,0,0,0.64,0.02,0,0,,,5.20,K2 V,,0,0,-0.678,0.040,0,0,510,0,28,-28,14.00000,,,1.950,0.070,-0.070,2013,3
750,Kepler-62,e,Transit,5,122.38740000,0,0.00080000,-0.00080000,0.427000,0,0.004000,-0.004000,,,,,89.980,0,0.020,-0.020,0.11300,1,,,0.144,0,0.004,-0.004,,,,,0,1,283.212738,45.349865,368.00,,,0,,,,,4925.00,70.00,0,0,0.69,0.02,0,0,0.64,0.02,0,0,,,5.20,K2 V,,0,0,-0.678,0.040,0,0,270,0,15,-15,36.00000,,,1.610,0.050,-0.050,2013,3
751,Kepler-62,f,Transit,5,267.29100000,0,0.00500000,-0.00500000,0.718000,0,0.007000,-0.007000,,,,,89.900,0,0.030,-0.030,0.11000,1,,,0.126,0,0.006,-0.006,,,,,0,1,283.212738,45.349865,368.00,,,0,,,,,4925.00,70.00,0,0,0.69,0.02,0,0,0.64,0.02,0,0,,,5.20,K2 V,,0,0,-0.678,0.040,0,0,208,0,11,-11,35.00000,,,1.410,0.070,-0.070,2013,3
752,Kepler-63,b,Transit,1,9.43415050,0,0.00000100,-0.00000100,0.080000,0,0.002000,-0.002000,0.450000,1,,,87.806,0,0.018,-0.019,0.37800,1,,,0.545,0,0.018,-0.018,3.00000,1,,,0,1,289.226166,49.548203,200.00,15.00,-15.00,0,,,,,5576.00,50.00,0,0,0.98,0.04,0,0,0.90,0.03,0,0,,,,,,,,-0.157,0.045,0,0,,,,,120.00000,,,6.110,0.200,-0.200,2013,3
753,PH1,b,Transit,1,138.31700000,0,0.04000000,-0.02700000,0.652000,0,0.012000,-0.012000,0.070200,0,0.002900,-0.003900,90.050,0,0.053,-0.053,0.53100,1,,,0.551,0,0.015,-0.015,,,,,0,1,298.215118,39.955105,1000.00,,,,,,,,6407.00,150.00,0,0,1.53,0.09,0,0,1.73,0.04,0,0,,,3.00,F,,0,0,,,,,481,0,18,-18,169.00000,,,6.180,0.170,-0.170,2012,3
754,Kepler-65,b,Transit,3,2.15491000,0,0.00000500,-0.00000500,0.035000,0,0.002000,-0.001000,,,,,,,,,,,,,0.127,0,0.003,-0.003,,,,,0,1,288.688690,41.151173,,,,,,,,,6211.00,66.00,0,0,1.25,0.06,0,0,1.41,0.03,0,0,,,,,,,,,,,,,,,,,,,1.420,0.030,-0.030,2012,3
755,Kepler-65,c,Transit,3,5.85994400,0,0.00000300,-0.00000300,0.068000,0,0.004000,-0.002000,,,,,,,,,,,,,0.230,0,0.005,-0.005,,,,,1,1,288.688690,41.151173,,,,,,,,,6211.00,66.00,0,0,1.25,0.06,0,0,1.41,0.03,0,0,,,,,,,,,,,,,,,,,,,2.580,0.060,-0.060,2012,3
756,Kepler-65,d,Transit,3,8.13123000,0,0.00002000,-0.00002000,0.084000,0,0.006000,-0.002000,,,,,,,,,,,,,0.136,0,0.004,-0.004,,,,,0,1,288.688690,41.151173,,,,,,,,,6211.00,66.00,0,0,1.25,0.06,0,0,1.41,0.03,0,0,,,,,,,,,,,,,,,,,,,1.520,0.040,-0.040,2012,3
757,Kepler-66,b,Transit,1,17.81581500,0,0.00007500,-0.00007500,0.135200,0,0.001700,-0.001700,,,,,,,,,,,,,0.250,0,0.014,-0.014,,,,,0,1,293.981567,46.687748,1107.00,90.00,-90.00,0,,,,,5962.00,79.00,0,0,1.04,0.04,0,0,0.97,0.04,0,0,,,4.00,G0 V,,0,0,,,,,,,,,,,,2.800,0.160,-0.160,2013,3
758,Kepler-67,b,Transit,1,15.72590000,0,0.00011000,-0.00011000,0.117100,0,0.001500,-0.001500,,,,,,,,,,,,,0.262,0,0.014,-0.014,,,,,0,1,294.153351,46.166439,1107.00,90.00,-90.00,0,,,,,5331.00,63.00,0,0,0.86,0.03,0,0,0.78,0.03,0,0,,,4.90,G9 V,,0,0,,,,,,,,,,,,2.940,0.160,-0.160,2013,3
759,Kepler-68,b,Transit,3,5.39876300,0,0.00000400,-0.00000400,0.061700,0,0.000560,-0.000560,0.000000,0,,,87.600,0,0.900,-0.900,0.02600,0,0.00700,-0.00800,0.206,0,0.005,-0.008,3.32000,0,0.86000,-0.98000,0,1,291.032318,49.040272,135.00,10.00,-10.00,0,,,,,5793.00,74.00,0,0,1.08,0.05,0,0,1.24,0.02,0,0,,,,,,,,0.194,0.037,0,0,1280,0,90,-90,8.30000,2.20000,-2.40000,2.310,0.060,-0.090,2012,3
760,Kepler-68,c,Transit,3,9.60508500,0,0.00007200,-0.00007200,0.090590,0,0.000820,-0.000820,0.000000,0,,,86.930,0,0.410,-0.410,0.01500,0,0.00800,-0.01100,0.085,0,0.003,-0.004,28.00000,0,13.00000,-23.00000,0,1,291.032318,49.040272,135.00,10.00,-10.00,0,,,,,5793.00,74.00,0,0,1.08,0.05,0,0,1.24,0.02,0,0,,,,,,,,0.194,0.037,0,0,,,,,4.80000,2.50000,-3.60000,0.953,0.037,-0.042,2012,3
761,Kepler-68,d,Radial Velocity,3,580.00000000,0,15.00000000,-15.00000000,1.400000,0,0.030000,-0.030000,,,,,,,,,,,,,,,,,,,,,0,1,291.032318,49.040272,135.00,10.00,-10.00,0,,,,,5793.00,74.00,0,0,1.08,0.05,0,0,1.24,0.02,0,0,,,,,,,,0.194,0.037,0,0,,,,,,,,,,,2012,3
762,Kepler-69,b,Transit,2,13.72234100,0,0.00003500,-0.00003600,0.094000,0,0.023000,-0.016000,0.160000,0,0.170000,-0.001000,89.620,0,0.260,-0.450,,,,,0.200,0,0.039,-0.026,,,,,0,1,293.260925,44.868896,,,,,,,,,5638.00,168.00,0,0,0.81,0.09,0,0,0.93,0.18,0,0,,,4.40,G4 V,,0,0,-0.097,0.165,0,0,779,0,50,-51,,,,2.240,0.440,-0.290,2013,3
763,Kepler-69,c,Transit,2,242.46130000,0,0.00590000,-0.00640000,0.640000,0,0.150000,-0.110000,0.140000,0,0.180000,-0.100000,89.850,0,0.030,-0.080,,,,,,,,,,,,,0,1,293.260925,44.868896,,,,,,,,,5638.00,168.00,0,0,0.81,0.09,0,0,0.93,0.18,0,0,,,4.40,G4 V,,0,0,-0.097,0.165,0,0,299,0,19,-20,,,,,,,2013,3
764,KOI-55,b,Transit,2,0.24010400,0,0.00000400,-0.00000400,0.006000,0,,,,,,,65.000,0,,,0.00140,0,,,0.068,0,,,,,,,0,1,296.356110,41.092754,1180.00,95.00,-95.00,0,,,,,27730.00,270.00,0,0,0.50,0.00,0,0,0.20,0.01,0,0,,,1.00,B,,,0,1.360,0.055,0,0,,,,,0.44000,,,0.759,,,2011,3
765,KOI-55,c,Transit,2,0.34288700,0,0.00001300,-0.00001300,0.007600,0,,,,,,,65.000,0,,,0.00210,0,,,0.077,0,,,,,,,0,1,296.356110,41.092754,1180.00,95.00,-95.00,0,,,,,27730.00,270.00,0,0,0.50,0.00,0,0,0.20,0.01,0,0,,,1.00,B,,,0,1.360,0.055,0,0,,,,,0.65500,,,0.867,,,2011,3
766,KOI-217,b,Transit,1,3.90512000,0,0.00005000,-0.00005000,0.047700,0,0.000700,-0.000700,0.000000,0,,,89.800,0,0.200,-0.400,,,,,1.110,0,0.020,-0.020,,,,,0,1,294.865509,46.285854,800.00,,,0,,,,,5545.00,,0,,0.95,0.05,0,,0.86,0.02,0,,,,,,,,,,,,,,,,,,,,12.442,0.224,-0.224,2010,3
767,Kepler-74,b,Transit,1,7.34071800,0,0.00000100,-0.00000100,0.084000,0,0.014000,-0.014000,0.287000,0,0.062000,-0.062000,85.550,0,0.960,-0.960,0.68000,0,0.09000,-0.09000,1.320,0,0.140,-0.140,0.37000,0,0.13000,-0.13000,0,1,293.092529,41.355522,1330.00,170.00,-170.00,0,,,,,6050.00,110.00,0,0,1.40,0.14,0,0,1.51,0.14,0,0,,,3.80,F8 V,,0,0,,,,,1250,0,120,-120,216.12000,28.60000,-28.60000,14.800,1.570,-1.570,2013,3
768,Kepler-75,b,Transit,1,8.88492400,0,0.00000200,-0.00000200,0.080000,0,0.005000,-0.005000,0.569000,0,0.010000,-0.010000,89.100,0,0.600,-1.000,9.90000,0,0.50000,-0.50000,1.030,0,0.060,-0.060,11.00000,0,2.00000,-2.00000,0,1,291.137604,36.577385,1140.00,250.00,-160.00,0,,,,,5330.00,120.00,0,0,0.88,0.06,0,0,0.88,0.04,0,0,,,4.80,G8 V,,0,0,,,,,850,0,40,-40,3146.40000,158.90000,-158.90000,11.550,0.670,-0.670,2013,3
769,KOI-1658,b,Transit,1,1.54492875,0,0.00000027,-0.00000027,,,,,0.000000,0,,,78.000,0,0.200,-0.200,2.00000,0,0.26000,-0.26000,1.250,0,0.080,-0.080,,,,,0,1,294.192108,39.619003,,,,,,,,,6409.00,95.00,0,0,1.20,0.20,0,0,1.32,0.08,0,0,,,3.00,F,,0,0,,,,,,,,,635.63000,82.63000,-82.63000,14.010,0.900,-0.900,2013,3
770,Kepler-77,b,Transit,1,3.57878087,0,0.00000023,-0.00000023,0.045010,0,0.000630,-0.000630,0.000000,0,,,88.000,0,0.110,-0.110,0.43000,0,0.03200,-0.03200,0.960,0,0.016,-0.016,0.60300,0,0.05500,-0.05500,0,1,289.607971,44.345425,570.00,70.00,-70.00,0,,,,,5520.00,60.00,0,0,0.95,0.04,0,0,0.99,0.02,0,0,,,4.50,G5 V,,0,0,,,,,1440,0,100,-120,136.66100,10.17000,-10.17000,10.761,0.179,-0.179,2013,3
771,Kepler-78,b,Transit,1,0.35500744,0,0.00000006,-0.00000006,,,,,,,,,79.000,0,9.000,-14.000,0.02500,1,,,0.103,0,0.017,-0.012,,,,,0,1,293.741699,44.448330,,,,,,,,,5089.00,50.00,0,0,0.81,0.05,0,0,0.74,0.10,0,0,,,4.00,G,,0,0,,,,,,,,,8.00000,,,1.160,0.190,-0.140,2013,3
772,Kepler-79,b,Transit,2,13.48500000,0,,,,,,,,,,,,,,,,,,,0.231,0,0.073,-0.073,,,,,1,1,300.517120,44.381580,,,,,,,,,6187.00,,0,0,1.10,1.63,0,0,1.10,0.35,0,0,,,,,,,,,,,,,,,,,,,2.590,0.820,-0.820,2012,3
773,Kepler-79,c,Transit,2,27.40200000,0,,,,,,,,,,,,,,,,,,,0.247,0,0.079,-0.079,,,,,1,1,300.517120,44.381580,,,,,,,,,6187.00,,0,0,1.10,1.63,0,0,1.10,0.35,0,0,,,,,,,,,,,,,,,,,,,2.770,0.880,-0.880,2012,3
774,Kepler-80,b,Transit,2,7.05300000,0,,,,,,,,,,,,,,,,,,,0.236,0,0.010,-0.010,,,,,1,1,296.112579,39.978779,,,,,,,,,4613.00,,0,0,0.72,0.11,0,0,0.65,0.02,0,0,,,,,,,,,,,,,,,,,,,2.640,0.110,-0.110,2012,3
775,Kepler-80,c,Transit,2,9.52200000,0,,,,,,,,,,,,,,,,,,,0.249,0,0.012,-0.012,,,,,1,1,296.112579,39.978779,,,,,,,,,4613.00,,0,0,0.72,0.11,0,0,0.65,0.02,0,0,,,,,,,,,,,,,,,,,,,2.790,0.130,-0.130,2012,3
776,Kepler-81,b,Transit,2,5.95500000,0,,,,,,,,,,,,,,,,,,,0.216,0,0.034,-0.034,,,,,1,1,293.636963,42.824970,,,,,,,,,4500.00,,0,0,0.64,0.38,0,0,0.59,0.03,0,0,,,,,,,,,,,,,,,,,,,2.420,0.380,-0.380,2012,3
777,Kepler-81,c,Transit,2,12.04000000,0,,,,,,,,,,,,,,,,,,,0.211,0,0.033,-0.033,,,,,1,1,293.636963,42.824970,,,,,,,,,4500.00,,0,0,0.64,0.38,0,0,0.59,0.03,0,0,,,,,,,,,,,,,,,,,,,2.370,0.370,-0.370,2012,3
778,Kepler-82,b,Transit,2,26.44400000,0,,,,,,,,,,,,,,,,,,,0.357,0,0.162,-0.162,,,,,1,1,292.873383,42.966137,,,,,,,,,5512.00,,0,0,0.85,1.66,0,0,0.90,0.41,0,0,,,,,,,,,,,,,,,,,,,4.000,1.820,-1.820,2012,3
779,Kepler-82,c,Transit,2,51.53800000,0,,,,,,,,,,,,,,,,,,,0.477,0,0.218,-0.218,,,,,1,1,292.873383,42.966137,,,,,,,,,5512.00,,0,0,0.85,1.66,0,0,0.90,0.41,0,0,,,,,,,,,,,,,,,,,,,5.350,2.440,-2.440,2012,3
780,Kepler-83,b,Transit,2,9.77000000,0,,,,,,,,,,,,,,,,,,,0.252,0,0.037,-0.037,,,,,1,1,282.232513,43.665627,,,,,,,,,4648.00,,0,0,0.66,0.41,0,0,0.61,0.03,0,0,,,,,,,,,,,,,,,,,,,2.830,0.410,-0.410,2012,3
781,Kepler-83,c,Transit,2,20.09000000,0,,,,,,,,,,,,,,,,,,,0.211,0,0.031,-0.031,,,,,1,1,282.232513,43.665627,,,,,,,,,4648.00,,0,0,0.66,0.41,0,0,0.61,0.03,0,0,,,,,,,,,,,,,,,,,,,2.360,0.350,-0.350,2012,3
782,Kepler-84,b,Transit,2,8.72600000,0,,,,,,,,,,,,,,,,,,,0.199,0,0.009,-0.009,,,,,1,1,298.252045,40.496075,,,,,,,,,5755.00,,0,0,1.00,0.42,0,0,1.43,0.05,0,0,,,,,,,,,,,,,,,,,,,2.230,0.100,-0.100,2012,3
783,Kepler-84,c,Transit,2,12.88300000,0,,,,,,,,,,,,,,,,,,,0.211,0,0.010,-0.010,,,,,1,1,298.252045,40.496075,,,,,,,,,5755.00,,0,0,1.00,0.42,0,0,1.43,0.05,0,0,,,,,,,,,,,,,,,,,,,2.360,0.110,-0.110,2012,3
784,Kepler-85,b,Transit,2,8.30600000,0,,,,,,,,,,,,,,,,,,,0.176,0,0.009,-0.009,,,,,1,1,290.973419,45.290318,,,,,,,,,5497.00,,0,0,0.92,0.40,0,0,1.24,0.05,0,0,,,,,,,,,,,,,,,,,,,1.970,0.100,-0.100,2012,3
785,Kepler-85,c,Transit,2,12.51300000,0,,,,,,,,,,,,,,,,,,,0.194,0,0.009,-0.009,,,,,1,1,290.973419,45.290318,,,,,,,,,5497.00,,0,0,0.92,0.40,0,0,1.24,0.05,0,0,,,,,,,,,,,,,,,,,,,2.180,0.100,-0.100,2012,3
786,LKCA 15,b,Imaging,1,40000.00000000,,,,,,,,,,,,,,,,6.00000,0,1.00000,-1.00000,,,,,,,,,0,0,69.824150,22.350967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1906.90000,317.81700,-317.81700,,,,2011,3
787,Lupus-TR-3,b,Transit,1,3.91405000,0,0.00004000,-0.00004000,0.046400,0,0.000700,-0.000700,0.000000,0,,,88.300,0,1.300,-0.800,0.81000,0,0.18000,-0.18000,0.890,0,0.070,-0.070,1.40000,0,0.40000,-0.40000,0,0,232.577576,-42.979908,2000.00,,,0,,,,,5000.00,150.00,0,,0.87,0.04,0,,0.82,0.05,0,,,,,,,,,,,,,,,,,257.43100,57.20700,-57.20700,9.976,0.785,-0.785,2007,3
788,MOA 2007-BLG-192L,b,Microlensing,1,,,,,,,,,,,,,,,,,0.01000,0,0.01500,-0.00500,,,,,,,,,0,0,272.015825,-27.150075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.17817,4.76725,-1.58908,,,,2008,3
789,MOA 2007-BLG-400L,b,Microlensing,1,,,,,,,,,,,,,,,,,0.90000,0,0.40000,-0.40000,,,,,,,,,0,0,272.424917,-29.224153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,286.03495,127.12664,-127.12664,,,,2008,3
790,MOA 2008-BLG-310L,b,Microlensing,1,,,,,,,,,,,,,,,,,0.23000,0,0.05000,-0.05000,,,,,,,,,0,0,268.560542,-34.778053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.09782,15.89083,-15.89083,,,,2009,3
791,MOA 2009-BLG-266L,b,Microlensing,1,2780.00000000,,2800.00000000,-500.00000000,,,,,,,,,,,,,0.03270,0,0.00500,-0.00500,,,,,,,,,0,0,267.008125,-35.005411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.39260,1.58908,-1.58908,,,,2011,3
792,MOA 2009-BLG-319L,b,Microlensing,1,,,,,,,,,,,,,,,,,0.15700,0,0.13800,-0.07500,,,,,,,,,0,0,271.742208,-26.819692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.89720,43.85870,-23.83620,,,,2010,3
